,Player,Goal,Wall,Pit,Q_Current,Reward_Current,Bellman_Operator
8322,9,8,1,11,7.705812931060791,-1.0,10.0
8323,14,8,15,12,5.358905792236328,-1.0,4.839180612564087
8324,13,8,15,12,6.182540416717529,-1.0,4.774128675460815
8325,9,8,15,12,6.415698528289795,-1.0,10.0
8326,13,2,7,3,5.688784122467041,-1.0,3.5956999301910404
8327,9,2,7,3,8.296801567077637,-1.0,4.872642564773559
8328,5,2,7,3,8.783729553222656,-1.0,6.751720523834229
8329,1,2,7,3,8.613022804260254,-1.0,10.0
8330,10,11,13,14,8.58386516571045,-1.0,10.0
8331,12,11,15,13,2.1260900497436523,-1.0,2.060063171386719
8332,8,11,15,13,4.146243095397949,-1.0,4.148147869110108
8333,9,11,15,13,7.178063869476318,-1.0,5.797993946075439
8334,10,11,15,13,7.553326606750488,-1.0,10.0
8335,12,1,7,6,4.1437530517578125,-1.0,3.348836278915406
8336,8,1,7,6,5.123023986816406,-1.0,4.351355886459351
8337,9,1,7,6,5.105785369873047,-1.0,5.227761888504029
8338,5,1,7,6,6.919735431671143,-1.0,10.0
8339,10,13,5,7,7.785933494567871,-1.0,6.278886985778809
8340,9,13,5,7,8.087652206420898,-1.0,10.0
8341,12,3,10,7,0.7413138747215271,-1.0,0.8539422273635864
8342,8,3,10,7,1.1273921728134155,-1.0,2.3323575973510744
8343,4,3,10,7,2.677490234375,-1.0,3.363633489608765
8344,0,3,10,7,5.531647205352783,-1.0,4.536118459701538
8345,1,3,10,7,6.288401126861572,-1.0,6.373323917388916
8346,2,3,10,7,8.192582130432129,-1.0,10.0
8347,7,15,10,4,5.901949405670166,-1.0,6.262284755706787
8348,11,15,10,4,8.069205284118652,-1.0,10.0
8349,14,9,4,15,7.762641429901123,-1.0,5.560726594924927
8350,4,11,2,9,-0.5967037081718445,-1.0,1.0688472509384157
8351,8,11,2,9,2.2987191677093506,-1.0,-7.45786280632019
8352,3,10,7,14,1.3892043828964231,-1.0,3.4306084632873537
8353,2,10,7,14,7.325261116027832,-1.0,5.898938131332398
8354,6,10,7,14,7.665486812591553,-1.0,10.0
8355,11,3,4,9,6.694909572601318,-1.0,5.585787868499756
8356,7,3,4,9,7.31754207611084,-1.0,10.0
8357,0,7,6,11,2.6340532302856445,-1.0,1.9204747915267943
8358,1,7,6,11,2.242729663848877,-1.0,4.296816062927246
8359,2,7,6,11,4.278620719909668,-1.0,5.719213819503785
8360,3,7,6,11,7.465793132781982,-1.0,10.0
8361,9,4,5,2,2.0732345581054688,-1.0,6.134815454483032
8362,8,4,5,2,7.927572727203369,-1.0,10.0
8363,9,4,1,12,5.720586776733398,-1.0,6.344213581085206
8364,5,4,1,12,8.160237312316895,-1.0,10.0
8365,12,9,10,7,8.648046493530273,-1.0,7.586624813079835
8366,13,9,10,7,9.540694236755373,-1.0,10.0
8367,2,15,10,13,3.6738803386688232,-1.0,3.400104665756226
8368,6,15,10,13,4.203812122344971,-1.0,4.445240497589111
8369,7,15,10,13,6.576973915100098,-1.0,6.914792823791504
8370,11,15,10,13,8.794214248657227,-1.0,10.0
8371,0,9,11,13,6.107922077178955,-1.0,6.05757212638855
8372,1,9,11,13,7.940107822418213,-1.0,6.555988788604736
8373,5,9,11,13,8.395543098449707,-1.0,10.0
8374,1,7,13,9,5.265850067138672,-1.0,4.1474243164062505
8375,2,7,13,9,7.933262825012207,-1.0,6.376671314239502
8376,6,7,13,9,8.196301460266113,-1.0,10.0
8377,13,3,5,9,2.124204158782959,-1.0,1.0220429182052615
8378,14,3,5,9,4.671676635742188,-1.0,3.37760500907898
8379,10,3,5,9,5.9762959480285645,-1.0,4.277764225006104
8380,6,3,5,9,7.377070903778076,-1.0,6.2703245162963865
8381,2,3,5,9,8.07813835144043,-1.0,10.0
8382,11,9,4,15,8.393647193908691,-1.0,6.022925710678101
8383,10,9,4,15,7.803250789642334,-1.0,10.0
8384,13,8,1,0,6.560821533203125,-1.0,5.789419031143189
8385,4,14,7,15,5.423374652862549,-1.0,3.009450149536133
8386,5,14,7,15,4.900661945343018,-1.0,4.597379684448242
8387,9,14,7,15,6.409736633300781,-1.0,6.3675741195678714
8388,13,14,7,15,8.186193466186523,-1.0,10.0
8389,10,7,13,0,5.384822368621826,-1.0,6.863858318328858
8390,11,7,13,0,8.73762035369873,-1.0,10.0
8391,0,14,12,7,2.3104710578918457,-1.0,1.5893496513366698
8392,4,14,12,7,5.450892448425293,-1.0,2.6008647441864015
8393,5,14,12,7,4.173130512237549,-1.0,4.670059394836426
8394,9,14,12,7,6.2799224853515625,-1.0,6.25020580291748
8395,13,14,12,7,8.055784225463867,-1.0,10.0
8396,3,0,1,15,2.009184598922729,-1.0,1.0975365877151493
8397,2,0,1,15,3.9294023513793945,-1.0,1.0299097299575806
8398,6,0,1,15,4.893950462341309,-1.0,2.637337636947632
8399,5,0,1,15,5.243052959442139,-1.0,5.548395729064942
8400,4,0,1,15,7.275995254516602,-1.0,10.0
8401,4,8,10,0,7.132953643798828,-1.0,10.0
8402,13,6,0,8,5.894324779510498,-1.0,5.035091733932496
8403,9,6,0,8,7.11106014251709,-1.0,5.933124923706055
8404,5,6,0,8,7.703472137451172,-1.0,10.0
8405,8,3,5,7,2.154432535171509,-1.0,2.2847979545593264
8406,4,3,5,7,2.08402681350708,-1.0,3.6907750129699712
8407,0,3,5,7,5.51800537109375,-1.0,5.479522609710694
8408,1,3,5,7,7.45533275604248,-1.0,6.489979839324952
8409,2,3,5,7,8.322199821472168,-1.0,10.0
